index,mode,in_air,altitude_agl_m,horizontal_distance_to_dock_m,north_m,east_m,down_m,roll_deg,pitch_deg,yaw_deg,target_x_m,target_y_m,target_z_m
26,return_to_launch,True,8.305878639221191,0.07864302511444889,0.0367753840982914,-0.06951472163200378,-8.305878639221191,0.3614360988140106,-0.7029330134391785,90.95552825927734,0.0,-1.3877787807814457e-17,0.0
27,return_to_launch,True,7.940632343292236,0.08779537642146594,0.022288402542471886,-0.08491910994052887,-7.940632343292236,0.3144614100456238,-0.8100950717926025,90.95455932617188,0.0,-1.3877787807814457e-17,0.0
28,return_to_launch,True,7.599323272705078,0.08041663570613894,0.006669232156127691,-0.08013960719108582,-7.599323272705078,0.15746137499809265,-0.7362030744552612,90.9256820678711,0.005372965266073852,8.681425458491321e-05,0.0
29,return_to_launch,True,7.41281270980835,0.07325029523302473,0.0010374966077506542,-0.07324294745922089,-7.41281270980835,0.05672941356897354,-0.5331008434295654,90.93867492675781,-0.00016250400478928502,-2.662536136940896e-06,0.0
30,return_to_launch,True,7.0584211349487305,0.04158108359418747,0.002338457852602005,-0.041515275835990906,-7.0584211349487305,-0.027038544416427612,-0.2744121849536896,90.98253631591797,0.001625985362847595,2.7885933338550606e-05,0.0
31,return_to_launch,True,6.872322082519531,0.03142422464813078,0.013540329411625862,-0.028357386589050293,-6.872322082519531,0.28948646783828735,-0.0062195672653615475,91.04399108886719,0.0,-3.469446951953614e-18,0.0
32,return_to_launch,True,6.5051398277282715,0.03776403278765668,0.03767247498035431,0.0026280793827027082,-6.5051398277282715,0.3816542625427246,0.17205390334129333,91.03165435791016,-3.509797117842717e-05,0.0019490522910572707,0.0
33,return_to_launch,True,6.156977653503418,0.07606132773033918,0.0637877807021141,0.041429996490478516,-6.156977653503418,0.639583170413971,0.3519594967365265,90.97782135009766,0.0,6.938893903907228e-18,0.0
34,return_to_launch,True,5.983448505401611,0.08937872517788464,0.0728427842259407,0.05179271474480629,-5.983448505401611,0.7986484169960022,0.5719247460365295,90.90741729736328,-1.3877787807814457e-17,6.938893903907228e-18,0.0
35,return_to_launch,True,5.611380100250244,0.09439808789319949,0.07059308886528015,0.06267068535089493,-5.611380100250244,0.8151026964187622,0.5213002562522888,90.9205551147461,-1.3877787807814457e-17,-1.3877787807814457e-17,0.0
36,return_to_launch,True,5.425896644592285,0.09189611423340771,0.06122763082385063,0.06852789968252182,-5.425896644592285,0.579499363899231,0.43711787462234497,90.82964324951172,6.938893903907228e-18,0.0,0.0
37,return_to_launch,True,5.089253902435303,0.09148753464844858,0.04563862085342407,0.07929114252328873,-5.089253902435303,0.2942081093788147,0.4248553216457367,90.82427215576172,0.0,0.0,0.0
38,return_to_launch,True,4.7737603187561035,0.08110422182520176,0.030370909720659256,0.075203076004982,-4.7737603187561035,0.2443142533302307,0.34928181767463684,90.84346771240234,-3.469446951953614e-18,0.0,0.0
39,return_to_launch,True,4.606104373931885,0.06865263515549161,0.017334233969449997,0.06642822176218033,-4.606104373931885,0.14613604545593262,0.17500784993171692,90.88191986083984,-1.0408340855860843e-17,-1.3877787807814457e-17,0.0
40,return_to_launch,True,4.276609420776367,0.0501582738125293,-0.007368778344243765,0.04961404576897621,-4.276609420776367,-0.11602362990379333,-0.03797789663076401,90.95256805419922,-0.006542037966321791,-0.00010877434000731295,0.0
